Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,external_id,human_associated_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id,ENA_first_public,ena_last_update,INSDC_center_alias,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),ena_first_public,ena_last_update,Scientific_Name
ERR9295442,WGS,111,126972748,PRJEB38625,SAMEA6870547,48990447,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837084,SAMEA6870547,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC53148798OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-03-24T21:41:00Z,1,SAMEA6870547,MMPC-3109117-SA-0,Illumina,ERP122062,MMPC-3109117-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295443,WGS,110,374963326,PRJEB38625,SAMEA6870549,142559680,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837085,SAMEA6870549,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC56085636OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:35:00Z,1,SAMEA6870549,MMPC-3109118-SA-0,Illumina,ERP122062,MMPC-3109118-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295444,WGS,125,656422660,PRJEB38625,SAMEA6870551,246171267,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837086,SAMEA6870551,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC90053642OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:37:00Z,1,SAMEA6870551,MMPC-3109119-SA-0,Illumina,ERP122062,MMPC-3109119-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295445,WGS,98,378652266,PRJEB38625,SAMEA6870553,150251167,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837087,SAMEA6870553,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC60116897OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-07T19:34:00Z,1,SAMEA6870553,MMPC-3109121-SA-0,Illumina,ERP122062,MMPC-3109121-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295446,WGS,94,32935168,PRJEB38625,SAMEA6870555,12637755,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837088,SAMEA6870555,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina HiSeq 4000,metagenome,MMPC21941683OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-03-25T13:34:00Z,1,SAMEA6870555,MMPC-3109122-SA-0,Illumina,ERP122062,MMPC-3109122-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295447,WGS,92,222427990,PRJEB38625,SAMEA6870557,90286427,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837089,SAMEA6870557,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina HiSeq 4000,metagenome,MMPC32965142OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T10:36:00Z,1,SAMEA6870557,MMPC-3109123-SA-0,Illumina,ERP122062,MMPC-3109123-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295448,WGS,114,417068630,PRJEB38625,SAMEA6870569,164440079,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837090,SAMEA6870569,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina HiSeq 4000,metagenome,MMPC95669500OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T10:37:00Z,1,SAMEA6870569,MMPC-3109201-SA-0,Illumina,ERP122062,MMPC-3109201-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295449,WGS,97,1060011186,PRJEB38625,SAMEA6870570,422803734,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837091,SAMEA6870570,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC31897883OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-07T21:42:00Z,1,SAMEA6870570,MMPC-3109202-SA-0,Illumina,ERP122062,MMPC-3109202-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295450,WGS,89,901482171,PRJEB38625,SAMEA6870572,365928572,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837092,SAMEA6870572,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC46886173OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:40:00Z,1,SAMEA6870572,MMPC-3109203-SA-0,Illumina,ERP122062,MMPC-3109203-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295451,WGS,131,371240351,PRJEB38625,SAMEA6870575,130548096,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837093,SAMEA6870575,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC55860177OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-07T19:34:00Z,1,SAMEA6870575,MMPC-3109204-SA-0,Illumina,ERP122062,MMPC-3109204-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295452,WGS,100,577819200,PRJEB38625,SAMEA6870577,246305649,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837094,SAMEA6870577,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC39189434OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-07T21:40:00Z,1,SAMEA6870577,MMPC-3109205-SA-0,Illumina,ERP122062,MMPC-3109205-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295453,WGS,112,356105431,PRJEB38625,SAMEA6870579,142640221,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837095,SAMEA6870579,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC54455576OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:35:00Z,1,SAMEA6870579,MMPC-3109206-SA-0,Illumina,ERP122062,MMPC-3109206-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295454,WGS,125,833791517,PRJEB38625,SAMEA6870580,312507676,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837096,SAMEA6870580,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC76436299OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:38:00Z,1,SAMEA6870580,MMPC-3109207-SA-0,Illumina,ERP122062,MMPC-3109207-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295455,WGS,92,34997344,PRJEB38625,SAMEA6870581,15528739,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837097,SAMEA6870581,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC48555115OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-03-25T13:34:00Z,1,SAMEA6870581,MMPC-3109208-SA-0,Illumina,ERP122062,MMPC-3109208-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295456,WGS,114,179463722,PRJEB38625,SAMEA6870581,65858397,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837098,SAMEA6870581,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC95862719OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-03-24T21:41:00Z,1,SAMEA6870581,MMPC-3109208-SA-0,Illumina,ERP122062,MMPC-3109208-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295457,WGS,116,49598947,PRJEB38625,SAMEA6870584,18933454,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837099,SAMEA6870584,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC61999432OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-07-29T01:20:00Z,1,SAMEA6870584,MMPC-3109209-SA-0,Illumina,ERP122062,MMPC-3109209-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295458,WGS,100,377435139,PRJEB38625,SAMEA6870586,162078791,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-18,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837100,SAMEA6870586,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC87948870OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:35:00Z,1,SAMEA6870586,MMPC-3109210-SA-0,Illumina,ERP122062,MMPC-3109210-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295459,WGS,105,370292641,PRJEB38625,SAMEA6870586,143640316,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837101,SAMEA6870586,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC92345363OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:36:00Z,1,SAMEA6870586,MMPC-3109210-SA-0,Illumina,ERP122062,MMPC-3109210-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295460,WGS,129,228626108,PRJEB38625,SAMEA6870589,81595876,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837102,SAMEA6870589,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC31618027OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-07-28T05:38:00Z,1,SAMEA6870589,MMPC-3109211-SA-0,Illumina,ERP122062,MMPC-3109211-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295461,WGS,134,814723049,PRJEB38625,SAMEA6870591,286512998,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837103,SAMEA6870591,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina HiSeq 4000,metagenome,MMPC14824749OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:38:00Z,1,SAMEA6870591,MMPC-3109212-SA-0,Illumina,ERP122062,MMPC-3109212-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295462,WGS,106,268521541,PRJEB38625,SAMEA6870594,107174910,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837104,SAMEA6870594,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC15910261OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:34:00Z,1,SAMEA6870594,MMPC-3109213-SA-0,Illumina,ERP122062,MMPC-3109213-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295463,WGS,102,449955294,PRJEB38625,SAMEA6870596,182543965,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837105,SAMEA6870596,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina HiSeq 4000,metagenome,MMPC27383418OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:36:00Z,1,SAMEA6870596,MMPC-3109214-SA-0,Illumina,ERP122062,MMPC-3109214-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295464,WGS,129,138734580,PRJEB38625,SAMEA6870598,49880310,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837106,SAMEA6870598,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina HiSeq 4000,metagenome,MMPC12870707OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-03-25T13:35:00Z,1,SAMEA6870598,MMPC-3109215-SA-0,Illumina,ERP122062,MMPC-3109215-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295465,WGS,103,243325304,PRJEB38625,SAMEA6870600,96859166,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837107,SAMEA6870600,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC15441403OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:35:00Z,1,SAMEA6870600,MMPC-3109216-SA-0,Illumina,ERP122062,MMPC-3109216-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295466,WGS,85,33224504,PRJEB38625,SAMEA6870603,13789477,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837108,SAMEA6870603,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC73436744OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T15:38:00Z,1,SAMEA6870603,MMPC-3109217-SA-0,Illumina,ERP122062,MMPC-3109217-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295467,WGS,120,305746485,PRJEB38625,SAMEA6870605,116233125,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837109,SAMEA6870605,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina HiSeq 4000,metagenome,MMPC63628582OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:35:00Z,1,SAMEA6870605,MMPC-3109218-SA-0,Illumina,ERP122062,MMPC-3109218-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295468,WGS,75,252734873,PRJEB38625,SAMEA6870607,111503741,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837110,SAMEA6870607,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC13132715OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:35:00Z,1,SAMEA6870607,MMPC-3109219-SA-0,Illumina,ERP122062,MMPC-3109219-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295469,WGS,108,179573356,PRJEB38625,SAMEA6870608,70786979,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837111,SAMEA6870608,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina HiSeq 4000,metagenome,MMPC23272164OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:34:00Z,1,SAMEA6870608,MMPC-3109220-SA-0,Illumina,ERP122062,MMPC-3109220-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295470,WGS,84,647742040,PRJEB38625,SAMEA6870610,270296119,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-19,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837112,SAMEA6870610,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPC32315383OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:37:00Z,1,SAMEA6870610,MMPC-3109221-SA-0,Illumina,ERP122062,MMPC-3109221-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
