# Pathway	SAMN21877043	SAMN21877044	SAMN21877045	SAMN21877046	SAMN21877047	SAMN21877048	SAMN21877049	SAMN21877050	SAMN21877051	SAMN21877052	SAMN21877053	SAMN21877054	SAMN21877055	SAMN21877056	SAMN21877057	SAMN21877058	SAMN21877059	SAMN21877060	SAMN21877061	SAMN21877062	SAMN21877063	SAMN21877064	SAMN21877065	SAMN21877066	SAMN21877067	SAMN21877068	SAMN21877069	SAMN21877070	SAMN21877071	SAMN21877072	SAMN21877073	SAMN21877074	SAMN21877075	SAMN21877076	SAMN21877077	SAMN21877078	SAMN21877079	SAMN21877080	SAMN21877081	SAMN21877082	SAMN21877083	SAMN21877084	SAMN21877085	SAMN21877086	SAMN21877087	SAMN21877088	SAMN21877089	SAMN21877090	SAMN21877091	SAMN21877092	SAMN21877093	SAMN21877094	SAMN21877095	SAMN21877096	SAMN21877097	SAMN21877098	SAMN21877099	SAMN21877100	SAMN21877101	SAMN21877102	SAMN21877103	SAMN21877104	SAMN21877105	SAMN21877106	SAMN21877107	SAMN21877108	SAMN21877109	SAMN21877110	SAMN21877111	SAMN21877112	SAMN21877113	SAMN21877114	SAMN21877115	SAMN21877116	SAMN21877117	SAMN21877118	SAMN21877119	SAMN21877120	SAMN21877121	SAMN21877122	SAMN21877123	SAMN21877124	SAMN21877125	SAMN21877126	SAMN21877127	SAMN21877128	SAMN21877129	SAMN21877130	SAMN21877131	SAMN21877132	SAMN21877133	SAMN21877134	SAMN21877135	SAMN21877136	SAMN21877137	SAMN21877138	SAMN21877139	SAMN21877140	SAMN21877141	SAMN21877142	SAMN21877143	SAMN21877144	SAMN21877145	SAMN21877146	SAMN21877147	SAMN21877148	SAMN21877149	SAMN21877150	SAMN21877151	SAMN21877152	SAMN21877153	SAMN21877154	SAMN21877155	SAMN21877156	SAMN21877157	SAMN21877158	SAMN21877159	SAMN21877160	SAMN21877161	SAMN21877162	SAMN21877163	SAMN21877164	SAMN21877165	SAMN21877166	SAMN21877167	SAMN21877168	SAMN21877169	SAMN21877170	SAMN21877171	SAMN21877172	SAMN21877173	SAMN21877174	SAMN21877175	SAMN21877176	SAMN21877177	SAMN21877178	SAMN21877179	SAMN21877180	SAMN21877181	SAMN21877182	SAMN21877183	SAMN21877184	SAMN21877185	SAMN21877186	SAMN21877187	SAMN21877188	SAMN21877189	SAMN21877190	SAMN21877191	SAMN21877192	SAMN21877193	SAMN21877194	SAMN21877195	SAMN21877196	SAMN21877197	SAMN21877198	SAMN21877199	SAMN21877200	SAMN21877201	SAMN21877202	SAMN21877203	SAMN21877204	SAMN21877205	SAMN21877206	SAMN21877207	SAMN21877208	SAMN21877209	SAMN21877210	SAMN21877211	SAMN21877212	SAMN21877213	SAMN21877214	SAMN21877215	SAMN21877216	SAMN21877217	SAMN21877218	SAMN21877219	SAMN21877220	SAMN21877221	SAMN21877222	SAMN21877223	SAMN21877224	SAMN21877225	SAMN21877226	SAMN21877227	SAMN21877228	SAMN21877229	SAMN21877230	SAMN21877231	SAMN21877232	SAMN21877233	SAMN21877234	SAMN21877235	SAMN21877236	SAMN21877237	SAMN21877238	SAMN21877239	SAMN21877240	SAMN21877241	SAMN21877242
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	5.05628e-05	1.10191e-05	0.0	0.0	0.0	0.0	1.86763e-05	0.0	0.000813921	0.0	0.0	0.0	0.0	1.32219e-05	1.19166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53148e-05	0.0	0.0	0.0	0.0	6.5549e-06	1.8588e-05	0.0	3.44265e-06	0.0	1.02956e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05004e-05	2.21623e-06	0.0	0.000326612	0.0	0.0	0.0	0.0	0.0	2.88771e-05	7.40561e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000357989	0.0	0.0	0.0	0.000111838	0.0	0.0	0.0	0.0	0.0	6.32535e-05	0.000277368	0.000147054	0.0	0.0	0.0	0.0	0.0	0.000125857	0.0	0.0	0.0	0.0	0.0	0.0	4.18868e-06	1.49753e-05	0.0	2.85496e-05	1.01729e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91487e-05	0.0	0.0	0.0	0.0	0.000218988	0.0	6.15656e-05	0.0	6.1564e-06	0.0	0.0	0.000411027	0.0	0.0	0.0	0.0	0.000664614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.52744e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.56046e-05	0.000591776	9.68011e-05	0.0	0.0	0.0	0.0	0.0	2.26647e-05	0.0	0.0	0.0	9.17594e-06	0.0	0.0	0.0	3.97041e-05	0.0	0.0	0.0	0.0	4.09376e-05	0.0	9.73222e-05	0.0	0.0	0.0	1.28709e-05	0.0	0.0	7.86731e-06	0.0	0.0	0.0	1.01698e-05	0.0	0.0	5.9782e-06	0.0	1.28398e-05	0.000363128	1.68716e-05	0.0	0.0	0.0	0.000344077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7623e-05
PWY-6210: 2-aminophenol degradation	2.51398e-05	0.0	0.0	0.0	0.0	0.0	2.21073e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.06197e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.60758e-07	0.0	5.78039e-06	8.51236e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59404e-06	0.0	0.0	0.0	0.0	0.000108736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.96151e-06	5.69723e-06	4.19593e-06	0.0	0.0	0.0	0.0	0.0	0.000154801	5.67157e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44697e-05	1.22289e-05	0.0	0.0	0.0	0.0	8.35212e-06	1.86427e-05	0.0	1.42549e-05	0.0	0.0	0.0	0.0	3.58098e-06	0.0	6.21063e-06	0.0	0.0	0.0	0.0	1.71165e-05	0.0	0.0	0.0	0.0	0.0	3.47502e-06	0.0	0.0	4.96568e-06	0.0	0.0	0.0	7.10431e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24894e-06	0.0	7.64679e-06	1.42829e-05	3.64056e-06	1.01511e-05	0.0	0.0	0.0	0.0	0.0	7.60831e-06	0.0	0.0	0.0	0.0	4.02736e-06	9.105e-06	7.29934e-06	0.0	4.34057e-06	0.0	0.0	2.23247e-05	0.0	1.17051e-06	0.0	3.56987e-06	0.0	0.0	0.0	0.0	0.0	5.54761e-07	0.0	0.0	0.0	2.25397e-05	0.0	0.0	0.0	0.0	1.15811e-05	0.0	0.0	7.7302e-07	0.0	7.66088e-05	0.0	4.89928e-06	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6215: 4-chlorobenzoate degradation	1.58125e-05	0.0	0.0	0.0	0.0	0.0	2.75494e-06	0.0	6.54808e-06	0.0	0.0	0.0	0.0	0.0	7.65781e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.75848e-06	0.0	0.0	9.88677e-07	0.0	3.16196e-05	5.94554e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38779e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.38806e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000392505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.57258e-06	3.57413e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000151368	0.0	0.0	0.0	0.0	0.0	0.0	3.24486e-06	5.1618e-06	0.0	7.475e-06	0.0	0.0	0.0	0.0	0.0	2.06151e-05	0.0	0.0	3.65062e-05	0.0	0.0	0.0	0.0	0.000106686	0.0	3.72611e-05	0.0	0.0	3.43114e-06	0.0	6.61065e-05	0.0	0.0	0.0	0.0	0.000268852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.28362e-05	5.50133e-05	6.89575e-05	0.0	0.0	0.0	0.0	0.0	1.3237e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.76011e-06	3.73798e-05	0.0	0.0	0.0	0.0	6.57859e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63815e-05	6.15161e-06	0.0	0.0	0.0	0.0	0.0	6.78401e-06	0.0	0.0	8.89323e-06	7.74199e-06	2.49687e-06	0.0	0.0	2.04103e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6933e-06
PWY-621: sucrose degradation III (sucrose invertase)	0.00420428	0.00456305	0.00118701	0.000330475	0.00221545	0.00267701	0.00101716	0.00276855	0.00239191	0.000621744	0.00360131	0.00183164	0.00175382	0.00151601	0.00214472	0.00177285	0.00333109	0.00143695	0.00209189	0.000705052	0.00276673	0.00174246	0.00196217	0.00157603	0.0020454	0.00124812	0.00176055	0.00184637	0.00204169	0.00231855	0.0033311	0.00115315	0.00273872	0.00179475	0.00250652	0.00175326	0.000489428	0.00244187	0.0029908	0.00130122	0.00108805	0.000933327	0.00291277	0.00141028	0.00221978	0.00270952	0.00361561	0.0021133	0.00473142	0.0014706	0.00147557	0.00278542	0.00449435	0.000677235	0.00389073	0.0010288	0.0021926	0.00142405	0.00288178	0.00228111	0.00275598	0.00220933	0.00066133	0.00269854	0.00217347	0.00285996	0.00247792	0.0017316	0.00116576	0.00151174	0.00244119	0.00197731	0.00196162	0.00170998	0.0011163	0.00216708	0.00230946	0.00131477	0.000753565	0.00100337	0.00163756	0.00298271	0.00320173	0.00284277	0.00223562	0.00146704	0.000227238	0.00318324	0.00186767	0.00325498	0.00405696	0.00359165	0.000971579	0.00140261	0.00141126	0.000316888	0.00120971	0.00117273	0.00518089	0.00167268	0.00163796	0.00209104	0.00220477	0.00180414	0.00123551	0.00151646	0.000388342	0.00246415	0.00269474	0.00183316	0.00184248	0.00197124	0.00125146	0.00319504	0.00269275	0.00113457	0.00205622	0.000543753	0.00148018	0.0037708	0.000398583	0.00108789	0.00213562	0.0039572	0.000531982	0.00224453	0.0014534	0.00143069	0.00245208	0.0015853	0.00341569	0.0028286	0.00309855	0.0024804	0.00178024	0.00172249	0.00236405	0.00267063	0.00318675	0.00203283	0.00536103	0.00157059	0.00267299	0.00106529	0.001976	0.00373938	0.00268733	0.00452868	0.00152398	0.00145311	0.00241009	0.00483088	0.00194472	0.00183521	0.000312336	0.00204178	0.00219683	0.0035591	0.00167584	0.00147161	0.00137884	0.00138743	0.00209683	0.00120607	0.00381977	0.00457102	0.000627907	0.00428555	0.00171338	0.00308486	0.00134971	0.00113254	0.00463327	0.00198151	0.00479415	0.00324583	0.00156127	0.00275064	0.00149778	0.00324964	0.00264675	0.00418912	0.000673791	0.000925055	0.00250119	0.00414791	0.00263315	0.00355617	0.00140289	0.00153842	0.00203116	0.00268459	0.00165406	0.000393441	0.000894639	0.00197211	0.00225954	0.00186764	0.0012489	0.00116328
PWY-622: starch biosynthesis	0.0	0.0	0.0	0.00019082	4.99672e-05	0.000476651	0.0	0.0	0.0	0.0	0.0	0.0	7.52813e-05	0.00209099	0.000168654	0.0	0.0	0.000631214	0.0	0.0	0.000221573	0.00147413	0.000568857	0.000126633	5.65298e-05	0.0	5.83414e-05	0.000302979	9.45907e-05	0.000289804	0.000133794	0.0	0.0	0.000125476	0.0	0.00019008	0.0	0.0	0.000100502	0.000279479	0.0	0.0	0.0	0.0	0.0012078	0.0016707	0.0	5.9883e-05	0.00159076	0.00101906	7.76103e-05	0.0	0.000128959	0.0	0.0	0.0	0.0	0.0	0.00110262	0.000489908	0.0	0.0	7.79815e-05	0.0	0.0	0.0	0.0	5.07546e-05	0.0	0.0	0.0	0.0	7.82572e-05	0.0	3.2216e-05	0.000293192	0.0	0.0	0.0	6.85509e-05	0.0	0.000403554	0.000102064	9.93015e-05	0.000767206	0.000256743	0.0	0.000145388	0.0	9.11412e-05	3.66163e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000777571	8.29892e-05	0.0	0.000493104	6.61318e-05	0.00123335	0.00190116	0.00253493	0.0	0.00186887	0.00439923	0.00254452	0.0	0.000111155	0.000200426	0.0	0.000468685	0.000139983	0.0	0.0	0.0	0.00122244	5.39181e-05	0.00012347	0.000137261	0.0	0.000108404	0.0	0.000955326	0.0	3.54965e-05	0.000204102	0.000121542	0.000297805	2.14704e-05	0.00181882	0.0	6.81223e-05	0.0	0.000555709	0.000192032	0.000166837	0.0	0.000923611	0.0003423	0.000879016	0.00147878	0.0	0.0	3.91953e-05	0.0	0.0	6.10597e-05	0.000405159	0.0	0.0	0.0	5.6335e-05	0.00035484	0.0	0.0	5.93914e-05	0.0	3.93662e-05	0.0	0.0	0.0	4.08854e-05	0.00049269	3.09404e-05	0.00012816	0.000181642	0.0	0.00105713	0.000265459	0.0	0.00209296	0.0	8.39871e-05	0.0	8.22563e-05	0.000276973	0.0	0.000104639	0.0	0.0	0.000891507	0.000596417	0.0	6.60907e-05	0.0	0.000556712	0.0	0.000114924	0.000143662	0.0	0.000369506	0.0	0.000235625	0.000228233	0.0	0.0
PWY-6270: isoprene biosynthesis I	0.00337127	0.00161829	0.00360591	0.00221598	0.0034316	0.0043692	0.00291285	0.00501806	0.0055136	0.00426521	0.00641632	0.00423547	0.00429549	0.00550129	0.00430062	0.0082306	0.00172587	0.00463768	0.00425194	0.00259272	0.0062059	0.00618405	0.00391678	0.00566058	0.00284976	0.00214796	0.0049997	0.00396656	0.00449551	0.00616616	0.00326541	0.00384715	0.00218553	0.00380327	0.00487048	0.00292109	0.00131709	0.00621324	0.00422462	0.00349167	0.00402293	0.00261583	0.00773808	0.00433197	0.00421878	0.00530104	0.00278039	0.00459078	0.00316147	0.00368961	0.00271453	0.00418237	0.00811824	0.0034438	0.00614482	0.00273538	0.00173815	0.00521272	0.00454076	0.00462591	0.00735437	0.00327138	0.00218363	0.00409306	0.00632487	0.00345689	0.00533335	0.00472436	0.00414806	0.0032907	0.0036917	0.00446014	0.00349707	0.00142554	0.0032784	0.00356627	0.00416201	0.00280523	0.00150795	0.00252567	0.00388833	0.00472755	0.0041486	0.00341349	0.00582348	0.00393537	0.00228761	0.00618671	0.00377117	0.00670291	0.00532755	0.00634173	0.00258098	0.00461875	0.00402171	0.00399991	0.00305777	0.00379432	0.00693012	0.00329153	0.00448656	0.00754565	0.00514787	0.00542741	0.00443585	0.0047046	0.00908026	0.00386901	0.0048936	0.00588239	0.00522777	0.00421689	0.00593262	0.00761091	0.00470089	0.00524863	0.00444981	0.00276687	0.00386751	0.00236769	0.00495093	0.00326501	0.00503784	0.00683177	0.00253359	0.00411628	0.00450086	0.0068007	0.00759176	0.00535937	0.00621326	0.00506453	0.00459476	0.0042068	0.00758311	0.00364427	0.00569185	0.00515693	0.00596984	0.00492426	0.0	0.0074623	0.00510147	0.00454049	0.00590007	0.00810274	0.00277848	0.00482496	0.00385659	0.00477946	0.00493577	0.00640195	0.00539917	0.00500736	0.00189315	0.00424074	0.00471449	0.00596866	0.00484832	0.00377179	0.00507992	0.00427823	0.00451883	0.00411896	0.00560913	0.00765799	0.00530264	0.00529363	0.00415335	0.00463921	0.00304959	0.0007032	0.00567459	0.00341512	0.00775922	0.00550908	0.00440697	0.00411913	0.00530128	0.00514712	0.00332023	0.00816095	0.00410168	0.001909	0.00333589	0.00637258	0.00436238	0.00635122	0.00455139	0.00261423	0.00449607	0.00484074	0.00463692	0.00556202	0.00352804	0.00521651	0.0056148	0.00298062	0.00353318	0.00470944
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.00990773	0.0122585	0.00897307	0.0198762	0.0133789	0.00815372	0.0147128	0.0113861	0.00789592	0.0155719	0.0109736	0.0106654	0.0119427	0.014329	0.00836258	0.010711	0.00502744	0.0115616	0.0143733	0.0187845	0.0104793	0.00958112	0.0116214	0.0107921	0.0105111	0.0120675	0.00924056	0.0133061	0.0121876	0.00954138	0.0122173	0.0152426	0.00536531	0.0103977	0.0114862	0.0113367	0.0233153	0.0109256	0.0106779	0.0100066	0.0139468	0.0166205	0.00862011	0.012099	0.0105947	0.0106736	0.00584891	0.0106095	0.00991535	0.0104149	0.0136388	0.00737458	0.00952085	0.0168706	0.0109564	0.0146929	0.0165203	0.0123684	0.0103749	0.0110769	0.00915246	0.0121429	0.0176555	0.0106823	0.00973659	0.00531291	0.0104465	0.0126201	0.0114519	0.0133704	0.0102345	0.0106628	0.0107499	0.0173416	0.0105743	0.0111018	0.00692316	0.0168656	0.013725	0.0129303	0.0179731	0.0117364	0.0111687	0.00577338	0.00913172	0.0108374	0.0233847	0.0119751	0.0131366	0.0105385	0.0108927	0.01046	0.0135126	0.0118916	0.0143472	0.0183532	0.0157458	0.0126128	0.010063	0.0109547	0.00983175	0.0105091	0.00869061	0.0080707	0.00639296	0.00865034	0.00882256	0.00853227	0.00853205	0.00953638	0.0118084	0.0105734	0.00836574	0.0111344	0.00969451	0.0106981	0.00701758	0.0119709	0.00615371	0.00556388	0.0115021	0.0116471	0.0106713	0.0101862	0.0196305	0.0105475	0.0101129	0.0126886	0.00991365	0.0100117	0.00748086	0.0117661	0.00645645	0.0105197	0.00835726	0.00959127	0.00982877	0.00853148	0.00933968	0.0108114	0.00773127	0.0106555	0.0116079	0.0108269	0.0106361	0.0116637	0.00636542	0.00630952	0.0105683	0.00886954	0.0116819	0.00906484	0.0109465	0.0139798	0.0203148	0.0101916	0.0107201	0.00820033	0.0106574	0.0120687	0.0113143	0.0116619	0.0113766	0.011332	0.0113948	0.00889245	0.0114406	0.00724601	0.0104663	0.010064	0.0160522	0.0113546	0.0124356	0.0107612	0.00986994	0.0104797	0.0131317	0.0110621	0.00795148	0.00806374	0.011937	0.0096315	0.0159064	0.0164655	0.0116548	0.0103262	0.0087369	0.00993369	0.0127167	0.00997573	0.0154612	0.00830361	0.0119308	0.0152561	0.0121584	0.0106218	0.01036	0.00992448	0.0135912	0.0143438
PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000112273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.77748e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61408e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51843e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000574685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42796e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.00485169	0.000781296	0.0057547	0.000408505	0.00472806	0.00430096	0.00126601	0.00246809	0.00292348	0.000331419	0.0039961	0.00334303	0.00138666	0.0026858	0.00407466	0.00167828	0.0048878	0.00121543	0.000987124	0.000719241	0.00350718	0.0016855	0.00214865	0.00301739	0.00142946	0.00519336	0.00132833	0.00108481	0.00291738	0.00179492	0.00147568	0.000640747	0.00430637	0.00192416	0.00170902	0.00182309	0.000317348	0.00029912	0.00337416	0.00364368	0.0011649	0.00178459	0.00164011	0.000565972	0.00153032	0.00140673	0.00416821	0.00138728	0.00282075	0.00159362	0.000755347	0.00433619	0.000358375	0.0011697	0.00342922	0.00255921	0.000333288	0.0010687	0.00256934	0.00231715	0.00317912	0.00222794	0.00021716	0.00373303	0.00286601	0.00497534	0.00464698	0.000971725	0.00254483	0.00158027	0.00272601	0.003935	0.00201441	0.00182961	0.000801864	0.00253784	0.00570971	0.00161648	0.0011349	0.00109368	0.00164603	0.00158546	0.0026975	0.00331569	0.0027623	0.00130942	0.000104083	0.00110702	0.00127925	0.00124695	0.00299624	0.00284532	0.00276009	0.00245895	0.00212169	0.000295936	0.000730944	0.000947108	0.00072435	0.000712574	0.00159202	0.00332438	0.00501774	0.00340825	0.0050748	0.00328823	0.000100002	0.00412467	0.00391313	0.00164114	0.00180872	0.00175075	0.00332818	0.00146346	0.00307245	0.00490492	0.00553359	0.00240554	0.00569911	0.00453997	0.00171897	0.00105255	0.00357239	0.00386431	0.000396368	0.00234014	0.00286781	0.00051768	0.00183441	0.00229048	0.00433888	0.0053091	0.00465207	0.00360705	0.00458499	0.00255852	0.00166642	0.00385034	0.00184724	0.00295507	0.00228687	0.00219269	0.00338593	0.00226483	0.00106706	0.00340014	0.00462508	0.00472316	0.00344083	0.00099977	0.00175447	0.00378205	0.00195217	0.00112714	0.000469551	0.00346454	0.00160822	0.00520398	0.00330253	0.000940198	0.000529668	0.00099979	0.00313612	0.000587324	0.00124148	0.00254447	0.00363717	0.00403086	0.00534388	0.00348231	0.000823396	0.00620995	0.000955283	0.00235611	0.00237297	0.00469677	0.00155567	0.000701551	0.00514564	0.00359277	0.00230718	0.000563519	0.000973059	0.000936427	0.00345339	0.00341963	0.00657176	0.00353778	0.00238355	0.00256179	0.00052376	0.00433831	0.00276097	0.000181336	0.00106989	0.00352522	0.00169582	0.00449041	0.00281808	0.00218479
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0.00136822	0.0	0.0018868	0.000211457	5.67281e-05	0.00176247	0.000273933	0.000149121	0.000201921	8.2271e-05	0.000490064	0.0	0.000154712	8.22494e-05	0.00172203	0.00108738	0.00375431	0.000449567	7.08122e-05	0.000233976	0.000191626	5.99181e-05	6.51729e-05	0.000297624	0.0	0.0	0.000295456	0.000477899	0.000543976	0.000414065	0.000111318	6.35929e-05	0.00331847	0.000309227	0.000545254	0.000199409	0.0	7.7977e-05	8.34948e-05	0.000123773	7.82427e-05	0.000604394	0.000406133	8.98647e-05	0.000345434	7.39574e-05	0.00315808	0.000280966	0.000364648	0.000957315	0.000102416	0.00161037	9.44917e-05	0.000215757	0.000241065	0.00047216	0.0	2.47479e-05	0.000183769	7.23984e-05	0.000781031	9.52686e-05	0.000136292	0.000158825	0.000325653	0.00304359	0.000366126	2.51499e-05	0.000300938	0.0	0.000338956	0.0	0.000238114	0.000224719	9.87672e-05	0.000355203	0.00177157	0.000114199	9.83454e-05	0.0	0.000227874	0.000103197	6.82605e-05	0.00268061	0.000682545	0.000634421	4.71205e-05	6.29201e-05	0.000108152	0.000351248	3.21144e-05	0.000240049	0.000841871	0.000131467	0.000674717	0.000222369	5.7182e-05	0.000233277	0.0	0.000151423	0.000347372	0.0013639	0.0015275	0.0019083	0.00312019	0.000967372	0.0	0.00142411	0.00086525	0.00054669	3.12938e-05	0.000563867	0.00127797	0.0	0.000778675	0.000200346	0.00198137	0.00083938	0.0027994	0.00205902	0.000729586	5.06225e-05	0.0004218	0.000420973	0.000302621	0.000324233	8.52244e-05	0.0	0.000270987	0.000753694	0.00141091	7.2081e-05	0.00175195	0.000371656	0.000779392	0.000822452	0.000627047	0.00116401	0.000280605	4.56657e-05	0.0	0.0	0.000193569	9.45334e-05	0.000230712	0.000366816	0.00347067	0.000862261	0.000816571	8.85495e-05	0.000573104	0.000456957	0.000213174	0.000353048	0.000222501	0.00109492	0.0	0.00134509	0.000571466	0.0	0.000258017	0.000267555	0.000712946	8.1283e-05	0.000198434	0.000379273	7.90551e-05	0.00157664	0.000720681	9.83781e-05	0.000143565	0.000191023	0.000100185	0.000278192	3.26799e-05	0.000775368	0.000286668	7.97454e-05	0.00184401	0.00130864	9.03291e-05	0.000224422	0.000134488	0.000321543	7.86321e-05	0.000268959	0.000290166	0.000491789	0.000822763	6.44392e-05	0.000111558	0.00035633	4.89221e-05	0.000136292	8.81149e-05	0.00056643	2.36846e-05	0.00082467	0.000104422	0.000684212
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0.00220585	0.0	0.00271806	0.0	9.83042e-05	0.00260982	0.000485684	0.0	0.000383691	0.000121746	0.000479924	0.0	0.000292074	0.0	0.00245553	0.0	0.00416912	0.000248601	0.000137326	0.000392595	0.000318859	0.000117874	0.000129179	0.000559099	0.0	0.0	0.00052086	0.0	0.000835469	0.00072654	0.000213347	0.000121205	0.00369922	0.000560494	0.000881079	0.000254142	0.0	9.84725e-05	0.000165964	0.000243218	0.0	0.000951498	0.000688778	0.000159734	0.000353765	9.69547e-05	0.00360336	0.000502407	0.000669805	0.00114798	0.000113291	0.00241367	0.000164369	0.000385312	0.000460197	0.000816769	0.0	4.88951e-05	0.000352449	0.000143395	0.00125439	0.000187886	0.000132355	0.000287075	0.000606965	0.00370842	0.000691408	3.81025e-05	0.000559537	0.0	0.000587539	0.0	0.00044721	0.000264731	0.000184126	0.000648754	0.00269823	0.00021852	0.00017078	0.0	0.000329674	0.000200255	6.82652e-05	0.00312365	0.00114308	0.000668524	0.0	8.95914e-05	0.000141313	0.00060032	6.4384e-05	0.000455973	0.0013419	0.000255057	0.00111698	0.000182551	0.0	0.0	0.0	0.000269805	0.000613322	0.00187162	0.00237811	0.00255569	0.00364087	0.00156795	0.0	0.00219938	0.00138325	0.000896702	6.23208e-05	0.000905219	0.0019147	0.0	0.00129136	0.000392115	0.00287538	0.00133161	0.00347106	0.00280954	0.000201923	9.88777e-05	0.000665455	0.000772679	0.000198928	0.000565813	0.00014783	0.0	0.000172168	0.000928438	0.00218693	0.000143766	0.00258052	0.000691641	0.00131392	0.00128231	0.000923365	0.00180892	0.00051367	9.08889e-05	0.0	0.0	0.000375609	0.000185321	0.000380854	0.00069803	0.00382128	0.00147162	0.00137868	0.000164847	0.000804994	0.000533387	0.000218109	0.00059483	0.000238449	0.00173052	0.0	0.00208977	0.00101884	0.0	0.000265072	0.000462847	0.00122162	0.000151792	0.000319795	0.000690075	0.000102177	0.00235289	0.00130538	0.000193042	0.000262097	0.0	8.70795e-05	0.000520543	0.0	0.00120208	0.000516463	0.000133912	0.00275553	0.00203377	0.000177739	0.000366498	0.000249796	0.000530909	0.000104305	0.000512608	0.000554808	0.000894438	0.00130904	0.000127724	0.0	0.000664203	0.0	0.000108591	0.0	0.00101186	4.73772e-05	0.00143904	0.000205683	0.00112186
