"ncbi_taxon_id","scientific_name","rank"
310514,"Hallella multisaccharivorax","species"
481723,"Lentilactobacillus rapi","species"
1321780,"Mitsuokella sp. oral taxon 131","species"
160386,"Corynebacterium casei","species"
1366,"Pseudolactococcus raffinolactis","species"
118748,"Bulleidia extructa","species"
227942,"Limosilactobacillus gastricus","species"
227943,"Limosilactobacillus antri","species"
598660,"Corynebacterium pyruviciproducens","species"
319970,"Enterococcus devriesei","species"
227945,"Lactobacillus ultunensis","species"
2763677,"Zongyangia hominis","species"
1283,"Staphylococcus haemolyticus","species"
154621,"Enterococcus phoeniculicola","species"
33905,"Bifidobacterium thermophilum","species"
5476,"Candida albicans","species"
508451,"Lactobacillus taiwanensis","species"
1654388,"Staphylococcus schweitzeri","species"
390842,"Lentilactobacillus parafarraginis","species"
2722820,"Actinomyces faecalis","species"
1581,"Lentilactobacillus buchneri","species"
33946,"Kurthia gibsonii","species"
69966,"Macrococcoides caseolyticum","species"
2749962,"Pseudolactococcus paracarnosus","species"
1339239,"Cetobacterium sp. ZOR0034","species"
2759681,"Cetobacterium sp. 8H","species"
69218,"Enterobacter cancerogenus","species"
1470350,"Candidatus Stoquefichus massiliensis","species"
164393,"Latilactobacillus fuchuensis","species"
2507161,"Acidilutibacter cellobiosedens","species"
944208,"Blastocystis sp. subtype 6","species"
1398,"Heyndrickxia coagulans","species"
2756,"Brochothrix thermosphacta","species"
2153354,"Klebsiella huaxiensis","species"
2582917,"Klebsiella indica","species"
51663,"Pediococcus damnosus","species"
1796634,"Muricomes intestini","species"
2709401,"Enterococcus sp. ZJ1622","species"
1261635,"Roseburia sp. 831b","species"
2051,"Mobiluncus curtisii","species"
2754044,"Centipeda timonae","species"
1218493,"Lactobacillus kullabergensis","species"
1218494,"Lactobacillus helsingborgensis","species"
2718,"Cardiobacterium hominis","species"
267212,"Neisseria bacilliformis","species"
554406,"Leptotrichia hongkongensis","species"
152331,"Lentilactobacillus parabuchneri","species"
2759748,"Limosilactobacillus agrestis","species"
1258,"Peptoniphilus asaccharolyticus","species"
421530,"Epilithonimonas bovis","species"
1494462,"Lactococcus hircilactis","species"
1879049,"Acinetobacter sp. WCHAc010034","species"
60520,"Lactiplantibacillus paraplantarum","species"
492670,"Bacillus velezensis","species"
1673719,"Anaerococcus jeddahensis","species"
201,"Campylobacter lari","species"
2486011,"Lacticaseibacillus suibinensis","species"
59505,"Actinotignum schaalii","species"
241555,"Helcococcus sueciensis","species"
82203,"Centipeda periodontii","species"
1796616,"Blautia pseudococcoides","species"
2058293,"Candidatus Centipeda massiliensis","species"
2012495,"Lactobacillus panisapium","species"
2608404,"Prevotella vespertina","species"
549,"Pantoea agglomerans","species"
84030,"Lacrimispora saccharolytica","species"
759821,NA,NA
88233,"Lacticaseibacillus manihotivorans","species"
2787110,"Clostridium sp. 1001275B_160808_H3","species"
2730920,"Enterovirga aerilata","species"
2951143,"Turicibacter sp. 1E2","species"
33012,"Propionimicrobium lymphophilum","species"
35841,"Caldibacillus thermoamylovorans","species"
178214,"Facklamia hominis","species"
1274374,"Paenibacillus antibioticophila","species"
1325934,"Actinomyces polynesiensis","species"
1714681,"Secundilactobacillus silagincola","species"
1739479,"Actinomyces sp. HMSC065F12","species"
1820010,"Paenibacillus aceti","species"
2559926,"Enterococcus nangangensis","species"
2750996,"Bifidobacterium apousia","species"
1511761,"Leuconostoc suionicum","species"
100468,"Schleiferilactobacillus perolens","species"
156976,"Corynebacterium riegelii","species"
2785133,"Flavonifractor sp. AGMB03687","species"
1749,"Acidipropionibacterium jensenii","species"
43771,"Corynebacterium urealyticum","species"
2944915,"Coprobacter tertius","species"
480391,"Pediococcus argentinicus","species"
910540,"Leuconostoc miyukkimchii","species"
1290,"Staphylococcus hominis","species"
33010,"Cutibacterium avidum","species"
40091,"Helcococcus kunzii","species"
202789,"Actinobaculum massiliense","species"
33007,"Winkia neuii","species"
1077256,"Methanosphaera cuniculi","species"
2098,"Metamycoplasma hominis","species"
1673723,"Murdochiella massiliensis","species"
2709792,"Desulfovibrio sp. ZJ200","species"
1917867,"Bacilliculturomica massiliensis","species"
258,"Sphingobacterium spiritivorum","species"
293,"Brevundimonas diminuta","species"
32002,"Achromobacter denitrificans","species"
46680,"Pseudomonas nitroreducens","species"
80866,"Delftia acidovorans","species"
128780,"Stenotrophomonas acidaminiphila","species"
146939,"Azospira oryzae","species"
358220,"Acidovorax sp. KKS102","species"
420404,"Epilithonimonas hominis","species"
428988,"Flavobacterium lindanitolerans","species"
1287735,"Achromobacter insuavis","species"
1410620,"Shinella sp. DD12","species"
1679169,"Bacillus sp. FJAT-27916","species"
1854498,"Chryseobacterium nepalense","species"
1857024,"Brevibacterium sediminis","species"
2219225,"Pseudomonas asiatica","species"
2615184,"Microbacterium algeriense","species"
2961893,"Pseudomonas triclosanedens","species"
429571,"Blastocystis sp. subtype 8","species"
43263,"Aquipseudomonas alcaligenes","species"
1943571,"Acidovorax sp. NB1","species"
2162,"Methanobacterium formicicum","species"
1379702,"Methanobacterium sp. MB1","species"
1965615,"Olsenella sp. An270","species"
2841519,"Eubacterium sp. MSJ-21","species"
1588751,"Tissierellia bacterium KA00581","species"
300,"Ectopseudomonas mendocina","species"
498,"Psychrobacter immobilis","species"
28109,"Pseudoalteromonas nigrifaciens","species"
47884,"Pseudomonas taetrolens","species"
59779,"Paracoccus marcusii","species"
150172,"Flavobacterium tegetincola","species"
330922,"Psychrobacter cryohalolentis","species"
1353941,"Acinetobacter harbinensis","species"
1673609,"Acinetobacter albensis","species"
194326,"Companilactobacillus versmoldensis","species"
358,"Agrobacterium tumefaciens","species"
371142,"Sphingobacterium daejeonense","species"
1007511,"Sphingobium limneticum","species"
1265,"Ruminococcus flavefaciens","species"
1348,"Streptococcus parauberis","species"
2899785,"Huaxiibacter chinensis","species"
62322,"Shewanella baltica","species"
168275,"Psychromonas arctica","species"
256325,"Psychrobacter maritimus","species"
2686346,"Psychromonas sp. SA13A","species"
2750624,"Pseudomonas paraversuta","species"
1615,"Weissella halotolerans","species"
38303,"Corynebacterium pseudogenitalium","species"
302449,"Corynebacterium tuscaniense","species"
1472764,"Kallipyga massiliensis","species"
1852372,"Varibaculum massiliense","species"
1977277,"Anaerococcus sp. Marseille-P3625","species"
2004710,"Cloacibacterium caeni","species"
1944646,"Phoenicibacter congonensis","species"
2799797,"Tatumella sp. JGM130","species"
2779355,"Ructibacterium gallinarum","species"
2666132,"Desulfovibrio sp. 86","species"
2587465,"Vibrio hibernica","species"
2934315,"Anaeropeptidivorans aminofermentans","species"
87541,"Aerococcus christensenii","species"
1756987,"Peptoniphilus vaginalis","species"
1788301,"Pseudomonas versuta","species"
156979,"Pseudoglutamicibacter cumminsii","species"
2770504,"Gulosibacter hominis","species"
1720315,"Hugonella massiliensis","species"
2606632,"Porcincola intestinalis","species"
294,"Pseudomonas fluorescens","species"
34087,"Sphingobacterium faecium","species"
198480,"Psychrobacter fozii","species"
684065,"Algoriella xinjiangensis","species"
1134474,"Cellvibrio sp. BR","species"
1165852,"Melaminivora alkalimesophila","species"
1241979,"Kaistella carnis","species"
1407071,"Acinetobacter sp. TGL-Y2","species"
1435036,"Acinetobacter bohemicus","species"
1608994,"Pseudomonas weihenstephanensis","species"
1891224,"Acinetobacter celticus","species"
2726434,"Shewanella oncorhynchi","species"
2769292,"Pseudomonas sp. PDM16","species"
56192,"Photobacterium iliopiscarium","species"
82348,"Streptococcus pluranimalium","species"
61648,"Kluyvera intermedia","species"
104955,"Limosilactobacillus frumenti","species"
237446,"Lactobacillus kitasatonis","species"
82983,"Obesumbacterium proteus","species"
2723403,"Paeniglutamicibacter terrestris","species"
1032851,"Corynebacterium nuruki","species"
1531429,"Berryella intestinalis","species"
2491045,"Desulfovibrio sp. OH1186_COT-070","species"
1282858,"Sphingorhabdus rigui","species"
1398493,"Pseudocitrobacter faecalis","species"
2026,"Thermoactinomyces vulgaris","species"
28042,"Saccharopolyspora rectivirgula","species"
83526,"Companilactobacillus paralimentarius","species"
83683,"Lactobacillus amylolyticus","species"
319652,"Pediococcus cellicola","species"
392416,"Companilactobacillus crustorum","species"
714067,"Kroppenstedtia eburnea","species"
282402,"Prevotella multiformis","species"
2490953,"Veillonella sp. 3627","species"
2340916,"Nocardia panacis","species"
1600,"Lactobacillus acetotolerans","species"
1648,"Erysipelothrix rhusiopathiae","species"
1622,"Ligilactobacillus murinus","species"
151781,"Lactobacillus intestinalis","species"
58621,"Desulfovibrio intestinalis","species"
2715754,"Chryseobacterium sp. LAM-KRS1","species"
2817027,"Phyllobacterium calauticae","species"
664639,"Kocuria salsicia","species"
2695267,"Brevibacterium rongguiense","species"
588,"Providencia stuartii","species"
2724150,"Romboutsia sp. CE17","species"
85336,"Rothia nasimurium","species"
1889813,"Anaerolineaceae bacterium oral taxon 439","species"
1004261,"Oceanobacillus indicireducens","species"
164330,"Thauera aminoaromatica","species"
636,"Edwardsiella tarda","species"
76761,"Pseudomonas veronii","species"
2800381,"Streptomyces diacarni","species"
1721,"Corynebacterium callunae","species"
1423,"Bacillus subtilis","species"
40543,"Sneathia sanguinegens","species"
884684,"Mageeibacillus indolicus","species"
1219585,"Arcanobacterium sp. S3PF19","species"
1284775,"Prevotella sp. S7-1-8","species"
2892541,"Lysinibacillus sp. CD3-6","species"
29448,"Bradyrhizobium elkanii","species"
1620,"Weissella minor","species"
82633,"Cupriavidus pauculus","species"
2736289,"Xylanibacter rodentium","species"
2787101,"Clostridium sp. D53t1_180928_C8","species"
103816,"Rhodococcus pyridinivorans","species"
670,"Vibrio parahaemolyticus","species"
1497955,NA,NA
2560852,"Collinsella sp. BA40","species"
533323,"Psychrobacter fulvigenes","species"
1868793,"Jeotgalibaca porci","species"
2604941,"Pseudomonas sp. C27(2019)","species"
28080,"Campylobacter upsaliensis","species"
837,"Porphyromonas gingivalis","species"
29489,"Aeromonas enteropelogenes","species"
38293,"Photobacterium damselae","species"
2665504,"Clostridium chrysemydis","species"
1151742,"Lactococcus taiwanensis","species"
2050967,"Proteus faecis","species"
81947,"Vagococcus lutrae","species"
158849,"Moellerella wisconsensis","species"
1646340,"Kosakonia pseudosacchari","species"
12968,"Blastocystis hominis","species"
37372,"Helicobacter bilis","species"
179995,"Anaerobiospirillum thomasii","species"
158,"Treponema denticola","species"
502,"Kingella denitrificans","species"
824,"Campylobacter gracilis","species"
1017,"Capnocytophaga gingivalis","species"
1018,"Capnocytophaga ochracea","species"
1019,"Capnocytophaga sputigena","species"
28112,"Tannerella forsythia","species"
28136,"Segatella oulorum","species"
40542,"Leptotrichia buccalis","species"
41976,"Porphyromonas catoniae","species"
45242,"Capnocytophaga granulosa","species"
51160,"Treponema maltophilum","species"
53419,"Treponema socranskii","species"
69710,"Treponema vincentii","species"
76123,"Hoylesella enoeca","species"
109328,"Leptotrichia trevisanii","species"
138851,"Treponema parvum","species"
157691,"Leptotrichia shahii","species"
189722,"Hoylesella marshii","species"
189723,"Prevotella micans","species"
327575,"Capnocytophaga leadbetteri","species"
340486,"Prevotella conceptionensis","species"
439703,"Segatella maculosa","species"
633701,"Hoylesella saccharolytica","species"
712357,"Leptotrichia sp. oral taxon 212","species"
712361,"Leptotrichia sp. oral taxon 218","species"
712368,"Leptotrichia sp. oral taxon 498","species"
712437,"Porphyromonas sp. oral taxon 278","species"
712711,"Tannerella sp. oral taxon 808","species"
712991,"Lachnospiraceae bacterium oral taxon 500","species"
1227265,"Capnocytophaga sp. oral taxon 863","species"
1292024,"Desulfovibrio sp. Dsv1","species"
1540874,"SR1 bacterium human oral taxon HOT-345","species"
1795832,"Eikenella halliae","species"
1852388,"Leptotrichia massiliensis","species"
1986146,"Desulfobulbus oralis","species"
2045302,"Ottowia massiliensis","species"
2490854,"Prevotella koreensis","species"
2766595,"Alloprevotella sp. Lung230","species"
2766702,"Treponema sp. Marseille-Q4130","species"
2766703,"Treponema sp. Marseille-Q3903","species"
2819369,"Capnocytophaga bilenii","species"
2866573,"Cardiobacterium sp. Marseille-Q4385","species"
1433844,"Prevotella sp. HJM029","species"
2490857,"Lautropia dentalis","species"
2799636,"Catonella massiliensis","species"
2916757,NA,NA
34073,"Variovorax paradoxus","species"
1904757,"Burkholderia puraquae","species"
2320099,"bacterium 0.1xD8-71","species"
2489218,"Muribaculaceae bacterium Isolate-013 (NCI)","species"
1462569,"Bacteroides caecicola","species"
174709,"Allobaculum stercoricanis","species"
1943580,"Pyramidobacter sp. C12-8","species"
255723,"Slackia faecicanis","species"
2724178,"Pseudomonas cremoris","species"
2834460,"Allobaculum fili","species"
41997,"Enterococcus saccharolyticus","species"
210,"Helicobacter pylori","species"
1812262,"Rothia aerolata","species"
1852373,"Murdochiella vaginalis","species"
84031,"Clostridium sartagoforme","species"
65735,"Paracoccus alkenifer","species"
69279,"Aquamicrobium defluvii","species"
82346,"Ornithinicoccus hortensis","species"
561088,"Aerobium aerolatum","species"
1962232,"Gelidibacter japonicus","species"
2065379,"Paracoccus jeotgali","species"
2755039,"Devosia faecipullorum","species"
66851,"Methanobrevibacter oralis","species"
4959,"Debaryomyces hansenii","species"
246432,"Staphylococcus equorum","species"
2529381,"Enterobacter wuhouensis","species"
1614,"Fructilactobacillus fructivorans","species"
577,"Klebsiella terrigena","species"
1501432,"Thiopseudomonas denitrificans","species"
645,"Aeromonas salmonicida","species"
1396,"Bacillus cereus","species"
155322,"Bacillus toyonensis","species"
1617889,"Companilactobacillus formosensis","species"
2888272,"Furfurilactobacillus milii","species"
1805472,"Clostridium mediterraneense","species"
2939578,"Rothia sp. P100","species"
29311,"Mycobacterium haemophilum","species"
2949669,"Curtanaerobium respiraculi","species"
658665,"Dorea sp. D27","species"
1965661,"Pseudoflavonifractor sp. An85","species"
1356,"Enterococcus sulfureus","species"
487316,"Acinetobacter soli","species"
252130,"Uruburuella suis","species"
1965587,"Anaeromassilibacillus sp. An200","species"
46256,"Weissella hellenica","species"
1776045,"Clostridium sp. C105KSO13","species"
2738,"Vagococcus fluvialis","species"
1111473,"Flaviflexus huanghaiensis","species"
2749964,"Aerococcaceae bacterium DSM 111022","species"
859,"Fusobacterium necrophorum","species"
155865,"Eubacterium pyruvativorans","species"
231049,"Furfurilactobacillus rossiae","species"
5741,"Giardia duodenalis","species"
2053716,"Segatella cerevisiae","species"
1292,"Staphylococcus warneri","species"
33034,"Anaerococcus prevotii","species"
1288120,"Anaerococcus senegalensis","species"
1689303,"Lagierella massiliensis","species"
1720298,"Peptoniphilus phoceensis","species"
1391647,"Clostridium sp. Ade.TY","species"
137732,"Granulicatella elegans","species"
146827,"Corynebacterium simulans","species"
33029,"Anaerococcus hydrogenalis","species"
1891242,"Peptoniphilaceae bacterium","species"
53374,"Corynebacterium coyleae","species"
156978,"Corynebacterium imitans","species"
1230998,"Corynebacterium frankenforstense","species"
1673726,"Clostridiales bacterium SIT11","species"
1852374,"Ezakiella massiliensis","species"
28197,"Aliarcobacter butzleri","species"
1286,"Staphylococcus simulans","species"
54007,"Anaerococcus octavius","species"
938293,"Anaerococcus provencensis","species"
1673725,"Peptoniphilus lacydonensis","species"
2899727,"Mediannikoviicoccus vaginalis","species"
1871031,"Thermophilibacter mediterraneus","species"
206043,"Actinomyces oricola","species"
290052,"Acetivibrio ethanolgignens","species"
165813,"Sporanaerobacter acetigenes","species"
38286,"Corynebacterium afermentans","species"
38301,"Corynebacterium minutissimum","species"
1745712,"Anaerococcus urinomassiliensis","species"
1965623,"Muribaculum sp. An287","species"
2508867,"Prevotella brunnea","species"
67826,"Citrobacter sedlakii","species"
1780376,"Alistipes sp. CHKCI003","species"
1973495,"Proteus alimentorum","species"
2903556,"Faecalibacterium gallinarum","species"
120370,"Vagococcus fessus","species"
518643,"Bifidobacterium mongoliense","species"
108486,"Corynebacterium falsenii","species"
1871028,"Actinomyces mediterranea","species"
76124,"[Eubacterium] minutum","species"
82803,"Trichococcus flocculiformis","species"
173362,"Brachybacterium paraconglomeratum","species"
191770,"Marinilactibacillus psychrotolerans","species"
516700,"Jeotgalicoccus marinus","species"
595984,"Dietzia aerolata","species"
37923,"Rothia kristinae","species"
2914164,"Ruminococcus sp. OA3","species"
1705,"Corynebacterium stationis","species"
119000,"Modicisalibacter muralis","species"
179637,"Halococcus dombrowskii","species"
407035,"Salinicoccus halodurans","species"
1285192,"Janibacter cremeus","species"
1432562,"Salinicoccus sediminis","species"
2230877,"Candidatus Enterococcus lowellii","species"
61015,"Staphylococcus succinus","species"
713008,"Parvimonas sp. oral taxon 393","species"
1732567,"Companilactobacillus insicii","species"
2494702,"Enterobacter huaxiensis","species"
33918,"Microbacterium maritypicum","species"
262208,"Kocuria carniphila","species"
980427,"Deinococcus wulumuqiensis","species"
2853450,"Micrococcus sp. EYE_162","species"
1176649,"Agrobacterium fabrum","species"
2320110,"bacterium 1XD42-54","species"
73030,"Dechloromonas agitata","species"
164759,"Diaphorobacter nitroreducens","species"
343013,"Paenacidovorax caeni","species"
45972,"Staphylococcus pasteuri","species"
2604158,"Nitratidesulfovibrio liaohensis","species"
1112214,"Sphingomonas sp. PAMC 26605","species"
879566,"Acetatifactor muris","species"
213,"Helicobacter cinaedi","species"
61652,"Serratia rubidaea","species"
2841513,"Eubacterium sp. MSJ-13","species"
1470354,"Candidatus Soleaferrea massiliensis","species"
2736294,"Xylanibacter caecicola","species"
2606637,"Hallella mizrahii","species"
28035,"Staphylococcus lugdunensis","species"
170994,"Brevibacterium paucivorans","species"
441501,"Corynebacterium massiliense","species"
29419,"Helicobacter canis","species"
2652293,"Hornefia butyriciproducens","species"
1778,"Mycobacterium gordonae","species"
1285,"Staphylococcus intermedius","species"
1080712,"Methanomassiliicoccus luminyensis","species"
197653,"Anabaena azotica","species"
1639,"Listeria monocytogenes","species"
1235800,"Lachnospiraceae bacterium 10-1","species"
2941513,"Anaerocaecibacter muris","species"
279828,"Microcella alkaliphila","species"
392610,"Sphingorhabdus lacus","species"
1855332,"Nitrosospira sp. Nsp13","species"
90239,"Moraxella canis","species"
170652,"Vibrio brasiliensis","species"
2482751,"Stutzerimonas nitrititolerans","species"
2041840,"Galactobacillus timonensis","species"
2044573,"Anaerolactibacter massiliensis","species"
2779357,"Thermophilibacter gallinarum","species"
273384,"Brevibacterium aurantiacum","species"
1497954,"Bacteroidales bacterium KA00344","species"
2759747,"Limosilactobacillus balticus","species"
2854755,"Prevotella lacticifex","species"
274,"Thermus thermophilus","species"
1977868,"Vagococcus bubulae","species"
48296,"Acinetobacter pittii","species"
5480,"Lodderomyces parapsilosis","species"
44250,"Paenibacillus alvei","species"
993073,"Microbacterium enclense","species"
76853,"Solibacillus silvestris","species"
2941333,"Mediterraneibacter agrestimuris","species"
2662179,"Enterobacteriaceae bacterium Kacie_13","species"
33069,"Pseudomonas viridiflava","species"
2305899,"Rummeliibacillus sp. POC4","species"
59843,"Paenibacillus glucanolyticus","species"
2841528,"Eubacterium sp. MSJ-33","species"
38289,"Corynebacterium jeikeium","species"
53363,"Brevibacterium mcbrellneri","species"
1118202,"Cruoricaptor ignavus","species"
2916092,"Corynebacterium sp. p3-SID1056","species"
76936,"Helicobacter typhlonius","species"
248039,"Mucispirillum schaedleri","species"
1235796,"Firmicutes bacterium M10-2","species"
1702221,"Faecalibaculum rodentium","species"
1862672,"Dubosiella newyorkensis","species"
1917462,"Erysipelotrichaceae bacterium NYU-BL-F16","species"
2033405,"Prevotella sp. MGM1","species"
2049044,"Erysipelotrichaceae bacterium","species"
2094151,"Paramuribaculum intestinale","species"
2486471,"Muribaculaceae bacterium Isolate-104 (HZI)","species"
2894155,"Granulimonas faecalis","species"
2320100,"Parablautia intestinalis","species"
2530391,"Duncaniella freteri","species"
2601703,"Heminiphilus faecis","species"
1544353,"Blastocystis sp. subtype 9","species"
1915382,"Paracoccus aerius","species"
1235793,"Lachnospiraceae bacterium MD335","species"
28031,"Lysinibacillus fusiformis","species"
33962,"Lentilactobacillus kefiri","species"
1914933,"Siminovitchia terrae","species"
2607614,"Tissierella pigra","species"
2762217,"Bacillus norwichensis","species"
1628250,"Mesonia hippocampi","species"
1776856,"Isoptericola cucumis","species"
1793966,"Pseudomonas fluvialis","species"
1091037,"Alishewanella longhuensis","species"
1510276,"Blastomonas aquatica","species"
1524460,"Phaeodactylibacter xiamenensis","species"
2100090,"Caulobacter sp. CCUG 60055","species"
2925194,"Mesosutterella faecium","species"
78345,"Bifidobacterium merycicum","species"
1871023,"Millionella massiliensis","species"
82688,"Liquorilactobacillus nagelii","species"
1640685,"Enterococcus massiliensis","species"
2941505,"Anaerotardibacter muris","species"
1871034,"Vaginimicrobium propionicum","species"
1549,"Faecalispora sporosphaeroides","species"
2201250,"Lentilactobacillus fungorum","species"
2968968,"Stutzerimonas degradans","species"
2558278,"Barnesiella sp. WM24","species"
114090,"Pediococcus inopinatus","species"
334542,"Rhodococcus qingshengii","species"
2562449,"Citrobacter tructae","species"
457421,"Clostridiales bacterium 1_7_47FAA","species"
1965573,"Drancourtella sp. An177","species"
1965647,"Drancourtella sp. An57","species"
2293011,"Clostridium sp. AF34-10BH","species"
1917876,"Blautia sp. Marseille-P3087","species"
2606635,"Waltera intestinalis","species"
2763042,"Dysosmobacter segnis","species"
2830660,"Lachnospiraceae bacterium Marseille-Q4251","species"
2292072,"Ruminococcus sp. AF46-10NS","species"
2292885,"Firmicutes bacterium AF16-15","species"
2709718,"Blautia sp. MSK.20.85","species"
2763041,"Dysosmobacter hominis","species"
2292065,"Roseburia sp. AM16-25","species"
2292269,"Ruminococcaceae bacterium AM28-23LB","species"
2292295,"Butyricicoccus sp. AM29-23AC","species"
2293097,"Dorea sp. AF24-7LB","species"
2721149,"Candidatus Pseudoruminococcus merdavium","species"
2787102,"Clostridium sp. 1001270H_150608_G6","species"
1105030,"Actinomyces sp. ICM58","species"
2292275,"Clostridiaceae bacterium OM02-2AC","species"
2584659,"Lactonifactor sp. BIOML-A6","species"
2742660,"Citrobacter sp. RHBSTW-00671","species"
2293012,"Clostridium sp. AF34-13","species"
139208,"Isoptericola variabilis","species"
2721132,"Candidatus Metalachnospira gallinarum","species"
2721145,"Candidatus Pseudobutyricicoccus lothianensis","species"
1965604,"Anaeromassilibacillus sp. An250","species"
2720820,"Candidatus Avimonas narfae","species"
1335,"Streptococcus equinus","species"
2720830,"Candidatus Cryptoclostridium obscurum","species"
2025494,"Anaerostipes hominis (ex Lee et al. 2021)","species"
2721133,"Candidatus Metaruminococcus caecorum","species"
2292233,"Eubacterium sp. AF22-9","species"
2292232,"Eubacterium sp. AF22-8LB","species"
2293047,"Clostridium sp. OM07-10AC","species"
1965557,"Massilimicrobiota sp. An134","species"
1010,"Sphingobacterium mizutaii","species"
225991,"Comamonas aquatica","species"
323284,"Alcaligenes aquatilis","species"
521720,"Denitrificimonas caeni","species"
1906333,"Corynebacterium sp. NML130628","species"
2010998,"Chryseobacterium sp. VAUSW3","species"
2040290,"Helcococcus massiliensis","species"
2760308,"Propioniciclava sp. MC1595","species"
2813780,"Alcaligenes sp. SORT26","species"
2834768,"Pseudochrobactrum algeriensis","species"
2956786,"Citrobacter sp. Marseille-Q6884","species"
858,"Fusobacterium necrogenes","species"
472695,"Pantoea septica","species"
1725,"Corynebacterium xerosis","species"
489915,"Corynebacterium sputi","species"
756892,"Acinetobacter indicus","species"
1522311,"Tessaracoccus massiliensis","species"
2932264,"Bowdeniella massiliensis","species"
2725303,"Clostridium sp. SM-530-WT-3G","species"
51669,"Tetragenococcus halophilus","species"
413497,"Cronobacter dublinensis","species"
535744,"Cronobacter universalis","species"
267363,"Levilactobacillus zymae","species"
1907416,"Aeromonas sp. RU39B","species"
617123,"Lachnoanaerobaculum umeaense","species"
623281,"Parapedobacter composti","species"
935863,"Luteimonas sp. J29","species"
2599615,"Luteimonas wenzhouensis","species"
2975484,"Chelativorans petroleitrophicus","species"
79880,"Shouchella clausii","species"
1604354,"Mannheimia massilioguelmaensis","species"
1471761,"Novibacillus thermophilus","species"
1505725,"Weissella bombi","species"
392547,"Candidatus Brocadia sapporoensis","species"
1698,"Brevibacterium epidermidis","species"
1703,"Brevibacterium linens","species"
31943,"Brevibacterium iodinum","species"
661979,"Brachybacterium squillarum","species"
930854,"Enterococcus viikkiensis","species"
1496080,"Brevibacterium pigmentatum","species"
1690244,"Enterococcus sp. RIT-PI-f","species"
2479839,"Gulosibacter massiliensis","species"
2575923,"Brevibacterium sp. CS2","species"
1314,"Streptococcus pyogenes","species"
2057797,"Anaerococcus marasmi","species"
1686287,"Kallipyga gabonensis","species"
5807,"Cryptosporidium parvum","species"
1464038,"Ezakiella peruensis","species"
1720199,"Anaerococcus rubeinfantis","species"
2899519,"Anaerococcus ihuae","species"
1852522,"Paenibacillus aquistagni","species"
1903258,"Companilactobacillus musae","species"
2828363,"Corynebacterium parakroppenstedtii","species"
255519,"Atlantibacter subterraneus","species"
477666,"Bacteroides graminisolvens","species"
840,"Hoylesella loescheii","species"
1540,"Metaclostridioides mangenotii","species"
862114,"Paenibacillus faecis","species"
2742676,"Enterobacter sp. RHBSTW-00994","species"
54062,"Pediococcus parvulus","species"
5082,"Penicillium roqueforti","species"
158847,"Megamonas hypermegale","species"
2897778,"Lientehia hominis","species"
285,"Comamonas testosteroni","species"
1977884,"Acinetobacter sp. ANC 4204","species"
2486009,"Companilactobacillus zhongbaensis","species"
1965621,"Olsenella sp. An285","species"
357233,"Siccibacter turicensis","species"
